text
"waktu pilih barang, ada promo bla...bla... bla... begitu bayar, promo tidak berlaku. Anda bisa berbelanja tanpa promo. Jadi Males belanja disini"
sayang masih banyak penjual hoax...yang tidak bisa merealisasikan orderan..
top bgt 👍👍👍
ni apk banyak gangguan mau search kok error conected ga ada padahal buka shopee lancar pencarian muncul
"Jelek banget spam notipikasi penipuan lagi , banyak pesan sistem ""Konfirmasi Pesanan tertunda dan lanjutkan"" tapi kalo di klik malah iklan listerin jelek banget user interfacenya 💔 kalo ada bintang minus -100 ini ku kasih kecewa banget dan ga mau lagi pakai aplikasi ini lagi."
mahal bet tu ongkir
pembayaran mudah
Makin kesini makin susah pakai refund dana
Aplikasi belanja online terbaik
tokopedia keren
mantap bosssss
Bagus bisa belanja tanpa khawatir apa apa dan selalu amanah..
bagus banget
bjir berasa kena tipu promo cashback. saya kira bakal jadi saldo gopay coin ternyata mesti di belanjaain mana ga bisa di pake full langsung malahan cuman kepotong 10% 1 product dana cashbacknya 😅
mantap banget
sekarang banyak akun seller penipu
"sangat membantu dalam melakukan proses transaksi, semua barang udh terverifikasi jadi aman kalau mau belanja"
apk jelek gak ada gratis ongkirnya dan lama untuk pengiriman barangnya
aplikasi ini cukup bagus
keren
turun aja bintangnya Krn cicilan dana tidak ada ...
"Makin parah aja belanja di sini, Mau tanya stok ke penjual aja sunyi senyap gada balasan... pesan barang beberapa kali, setelah melakukan pembayaran, barang sering tidak dikirim(pembatalan oleh penjual). benar2 mengecewakan. apk sampahh, kapok belanja disini."
Tokopedia satu developer ya sama duolingo.
"Memelihara penipuan dan tidak menindak lanjuti penipuan, respon admin / customer service saat ini sangat mengecewakan, 10 Tahun lebih menggunakan tokopedia untuk bertransaksi agar terhindar dari penipuan, namun saat ini sangat kecewa, karna tokopedia memiliki sistem yang lebih menguntungkan bagi sang penipu. bukan menggunakan skema pihak ke tiga yang dapat menetralisir penipuan."
oke semoga barang sesuai pesanan konci ring 21 mm
gopaylater TDK bisa digunakan
terimakasih seller
"Pesanan saya gak sampai sampai, ga bisa COD gak taunya emang selambat ini merespon kendala... KECEWA duit ga balik barang ga datang"
"kepada tokopedia untuk pengiriman gosend nya tolong di urus agar tidak meminta uang parkir segala,,saya gak tau tokonya ada dimana?,,"
aku suka belanja di sini
ribet bgt refound doang
Belanja Online Yang baik Serta Memberi Diskonnya Layanan Antar SeSuai Jadwal Pengiriman Dari Luar kota Ada Juga Dapat Gratis atau Diskon Ongkir .
pas buka metode pembayaran apapun nge lagnya minta ampun udah 2 menit lebih ga muncul muncul pembayarannya
bagusss
banyak penipuan tokonya payahhhh
pelayananya cepat dan tepat harga barang sesuai kuwalitas
semoga toko pedia amanah
"Bagus,lumayan"
belanja mudah.. Ndak ribet.
"Baru pertama kali ini menggunakan aplikasi ini masih uji coba,untuk sistem jaringan tokopedia lemot kadang konek kadang tidak Tolong tingkatkan lagi sistem jaringan-nya,padahal jaringan di daerah kami sudah bagus!"
apl toped sllu di genggam an ku membantu dari segi rumah tangga kebutuhan apa sj ada semuanya cukup klik apa yg kita cari ada di sini simpel praktis ga repot is the best toped
saya baru saja melakukan belanja pembelian pulsa dan pembayaran air dengan metode pembelian pembayaran sekaligus. dana dari bank sudah terpotong total 700 ribuan dan status berhasil. namun tidak ada pulsa masuk. padahal saya isi 10 nomor hp berbeda. tidak ada notifikasi juga dari tokopedia bahwa transaksi berhasil. sepertinya saya harus berhenti pakai tokopedia. sejak dikelola tiktok jadi banyak gk jelasnya.. manusia untuk cs aja gak ada hanya template jawabanya
bagussssss
sangat membantu untuk kebutuhan sehari-hari
semoga amanah terpercaya
toko pedia sangat membantu kemudahan belanja
luar biasa
"sebelumnya saya tidak bermasalah belanja di toko ini, kemaren kena tipu sampe 5 juta lebih. saat saya komen di Ig tokepdia , selah beberapa lama ada yg nelpon dari pihak Tokopedia care. awalnya mau membantu pengembalian dana, eh malah saya kena tipu. dan sampe sekarang no simpati saya di salah gunakan sampe meminta transferan uang ke no tersebut."
"aplikasi sampah, sudah bayar mahal mahal Ongko kirim reguler dengan Lion parcel malah pengiriman nya lebih dari 2 Minggu, pesanan ditolak malah ongkir gak di kembalikan, malah nyalahin pembeli karena menolak kiriman yang lebih dari 2 Minggu baru di antar dengan bayaran ongkos kirim reguler ratusan ribu. memang aplikasi sampah. cukup kali ini saja dan Langsung tutup akun."
"ngebug mulu sekarang,soluainya gada bikin terhambat"
Sudah berbulan2 g belanja d tokped ..sekali nya mau belanja lagi eech seller pada g ngirim. buat apa buka aplikasi toko d tokped. d chat juga g ada balasan ada banyak seller seperti itu. tolong buat tokped kl seller g niat jualan blokir aja tokonya
Sy Akan Menggunakan Aplikasi ini
Bagus sekali
sekarang setelah di upgrade apk berjalan sangat berat padahal sinyal wifi dan kuota kenceng. dan tolong adakan lagi kolom diskusi ny bukan fitur chat
"apk cacat, tiap kali aku keluar akun mau masuk lagi ke akun yang sama malah gak bisa, punya masalah apa ini developer padahal akunnya cuma di hpku gila ya yang bikin sistem login"
👍
"15 tahun bersama tokopedia,,skrg sdh tdk lagi kayak dulu, kalah dgn toko lain,, aplikasi berat, harga mahal, ongkos kirim mahal, potongan untk penjual jg tinggi, mau jualan ribet, tokopedia seller di ubah2 sehingga byk data yg hilang,"
"Saya kecewa dengan hasil penanganan komplain. Informasi produk pada judul, foto, dan deskripsi tidak konsisten, namun keputusan lebih mengutamakan pilihan varian tanpa mempertimbangkan potensi misinformasi ke pembeli. Sebagai pengguna lama, saya berharap perlindungan konsumen dan kejelasan informasi produk bisa lebih diperhatikan."
hati2 di Tokopedia kalau pesan barang gak di antar malah parah nya lagi kurir nya main batalin pesanan secara sepihak . untung saja aku gak bayar dluan . auto uninstall
mahal2 anjai
"TOLONG UNTUK MENYAMBUNGKAN TOKOPEDIA KE GOPAY PAKAI WA SAJA, KARENA MAYORITAS NOMOR SUDAH MATI KARENA SEKARANG MAYORITAS PAKAI PAKET DATA ATAU WIFI"
kurangi iklanya
"pesan 2 barang sdh 1 minggu lebih gk sampai, alamat jelas, di hub kurir pun gk, tau2 barang kembali ke penjual krn gagal kirim.. coba mau liat smpe jan 2026 balik gk dana nya...😠"
"tidak bisa menambahkan nomor telepon, sudah livechat tetap belum ada solusi"
Okeh
Harganya tidak sesuai sebelum dan sewaktu checkout hati hati pakai aplikasi ini harganya scam
"tolong ya sistem di upgrade,katanya 2hari nunggu refund.tp dana blm kembali? live chat, jawabannya itu2 aja, gak kasih solusi. kita chat krana SDH 2hr, penjual gak respon.toko penipuan, banyak yg kena akhirnya PD lapor. skrng toko ditutup/blokir permanen oleh Tokopedia.refund barang agar dana balik.yg jual udh ke blokir Tokopedia.nasib gw gmn? lihat di aplikasi msh bbrp hari LG,tgl 31 Desember otomatis disetujui,terus balikin barang kmn?pasti ribet LG buat live chat 😩 seharusnya profesional lah"
mantap ..barang ORI...layanan baik ..pokoknya beli di toko pedia 100...aman ..amanah...
diakon dikasih sendiri tapi dibuat checkout hilang. aplikasi ga guna
"ga niat jualan ini, masa orang beli diskonnya hilang"
tidak karena Aplikasi ini adalah sangat penting dalam menjalankan tugas apa pun agar lebih mudah dan cepat untuk menjelaskan secara detail dari produk yg dijual gitu Bu' itu aja ga'lebih
"mantap min, aku suka belanja di Tokopedia, UI nya juga kerenn.. info loker di PT Tokopedia😭🙏🏻"
bagaimana cara menghapus akun lamanya biar bisa digunakan di HP yang baru tapi no HP tetap? soalnya no HP nya tidak bisa aktivasi di akun HP baru?
"Banyak bug, mau beli diskonnya hilang di halaman check out"
jossssss
"akun di hack saldo hilang,ga ada sistem keamanan"
"titik lokasinya gak jelas, tidak sesuai titik lokasi saya saat ini"
loading lama
layanan ok
oke buat belanja segala kebutuhan..
𝙗𝙖𝙞𝙠
membantu
"dulu andalan, sekarang rongsokan"
mantap sekali . tapi harganyah kaga ngotak
emang begitu ya kalau pake diskon tiktok? belum ada 5 menit perasaan diskonnya suka ilang2an. diskon nambah 30k aja segitu gak konsisten nya. aplikasi di reset dikit tau tau diskon ilang. segitu ga niatnya ngasih diskon. lagian kadang harga jual barang asli sama diskon juga jatuhnya bohong. pake diskon dikiranya bener diskon taunya harga asli emang segitu.
ongkirnya kurang merakyat segala expedisi tinggi smua.. kalah sama shoppe yg bisa memberikan ongkir 0 pengirimannya
kompensasi yang di janjikan oleh toko pedia dari tanggal 25 November 2025 sampai hari ini tanggal 29 Desember 2025 tidak juga di cairkan sudah di hubungi center nya gak ada kejelasan juga penipu
Good
Tokopedia sekarang udah g ada gratis ongkirnya mau belanja beberapa brang pake ongkir semua jadi mahalan ongkirrr
aplikasi belanja yg mudah digunakan
sangat buruk beda banget sama apk sbelah
"tokped sekarang cashback nya sampah dan ampas😑😑😑cashback 100k bisa dipake cuman 10-15% buat diskon dr barang"" yg di toko"" tertentu. mending coin gpay bisa buat belanja lagi.lahh sekarang jadi lucu gini😆😆😆rasanya gelii diskonan pake coin tokped sekarang..tepatnya gimick berupa cashback"
"Saldo Refund Tidak Bisa Ditarik, Akun Seolah Olah Dibekukan Tidak Bisa Bertransaksi Apapun! Sudah 14 hari tidak ada progres sama sekali"
baik
mantab
BARANG LAMA BGT DATANG NYAAAA AASUUUUUY
"dear tokped, perlu di tingkatkan lagi fitur dalam apk tokped agar jadi lebih baik lagi, sekarang apk tokped ada banyak kendala. Salah satu masalahnya sering kode eror ulangi beberapa saat lagi, untuk refresh masuk halaman juga lama."
"pelayanan ok,"
ntap
top up kartu jak lingko jakcard sudah ku bayar namun belum masuk saldo kartu jak lingko
gud
jadi iklan Mulu di depan. muka gueeee
selamanya fine fine saja
mending apus deh ini si ijo. aplikasinya jadi lag parah. mana ga ada promo menarik
"Estimasi nya dari tanggal 21 - 28 Dec, tapi ini paket nya ngga kunjung sampai, besok-besok ngga lagi pesan apapun di Tokopedia"
"tokopedia skrg kog gada point harian yaaa... gada diskon ongkir jg, ongkir mahal juga.. klo kasih ulasan pembelian juga tidak ada point nya jadi males aja😏😏"
"aplikasi sering error, pencarian sering gagal, padahal buka aplikasi lain lancar-lancar aja."
"saranku ni min kalau bisa ongkirnya itu yang masuk akal lah masak iya habis buat di ongkirnya doang, barang murah ongkir melebihi harga barang, bahkan hampir 3× harga barang. jadi tolonglah kasih ongkirnya yang ngotak kalau perlu gratis ongkirnya tu di kasih gratis jangn cuman di tulisan voucher nya gratis ongkir tapi GK gratis ongkir"
rekomended kalau untuk kepercayaan pelanggan
"tolong expedisi SAPExpress di coret dari tokped !!! gila ini expedisi, lemot 3 hari baru di pickup paket saya"
"barang bekas ko di jual ke orang, untung buat nyoba apk ini aja. ternyata bagus di sebelah kalau utk kualitas barang, sangat memuaskan, dan produknya baru"
setelah update jadi sangat lemot aplikasi nya
"ada apa dengan aplikasi tokopedia ku ?? setiap kali buka aplikasi loading trusss, malah yang muncul smua gambar foto retak"
"Hadeh Tokopedia pls deh jangan mempersulit buyer, mana banyak seller penipu aduhhh, tolong dong ini dana saya ditahan yang katanya batal otomatis tanggal 24 Desember tapi sampai skrg malah blm batal dan dananya blm balik juga, udh saya ajuin komplain tapi malah disuruh nunggu sampai tanggal 31 Desember lagi, ini kalau sampai tanggal 31 dana-nya gak langsung balik sih aduh gatau lagi dah gimana, parah deh pokoknya"
"tokped lagi eror kali yah 3 kali buka , setiap buka suruh loging aneh giliran loging ga bisa jawabannya jaringan . ygdi permasalahin jaringannnn terus"
selalu di gunakan
"pengiriman cepat,seller gercep, praktis, metode pembayaran juga praktis bnget seneng banget kalo beli online lewat sini tidak mengecewakan sama sekali"
"Tx Tokopedia hadiah Saldo TokopedianyaRp. 30.000,. Sukses selalu 🥳🎉🥳"
Pilih lama lama tapi ga bisa checkout aplikasi apa ini
"tolong diperbaiki aplikasinya lama"" tambah lemot kebanyakan iklan promo atau game yg malah bikin pengalaman belanja gak nyaman lancar"
apk yang sangat berguna tinggal klik maka barang pun akan di kirim dan diskon nya pun kaga pelit lagi jadi cocok buat kalian yang cari barang murah dengan kualitas yang terjamin tunggu apalagi download sekarang ya ☺️☺️
"bugnya ngeselin banget, masa gw udh make wifi masih aja ada tulisan koneksi bermasalah"
"aplikasi nya makin berat,"
Selalu ada Ongkir & mahal gak kaya lazada dan shopee.!!
semoga bermanfaat
Aplikasi berjalan dengan lancar
"App yg susah untuk di hubungi call centernya. Sangat menyusahkan pembeli, dan pro seller. dan terjadi lagi saya komplain barang2nya tidak ada yg menanggapi. uninstall saja,nggak seller nggak call centernya mengabaikan komplain secara jelas. karena tidak ada respon sama sekali"
"tokopedia tidak memberikan opsi untuk menutup akun akun penipuan walaupun sudah banyak yang komplain, dan menyerahkan pelanggan untuk tertipu. walaupun sudah dikomplain secara langsung untuk menutup akun akun yang menipu (walaupun sudah banyak review namun tetap ada tokonya). mungkin salah satu saran adalah untuk merchant mencatumkan kontak nomornya di toko, ataupun jika menyulitkan Tokopedia care bisa memberikan kontak toko jika pelanggan ingin meretur barang yang palsu kepada toko."
hallo. kenapa tdk dpat masukan alamat. apakah tdk dapat di gunanakan di malaysia. semua harga masih rupiah. tolong donkkkk
"sering muncul notif palsu. Disuruh balas, tertera notif ""Tolong dibalas"" pas saya tekan/buka ga ada pesan apapun cuma muncul produk. Padahal saya ngga beli itu."
jelek banget sering gak bisa masuk
payleter nya kadang muncul kadang enggak heran saya
mantap lah tokopedia
"Jelek, sudah mau beli diskon sama bebas ongkirnya hilang. Hoax diskon"
"KOMPLAIN KE CS KARENA ALAMAT SAYA TIDAK MUNCUL DARI 2 HARI LALU SAMPE HARI INI TIDAK ADA PENJELASAN, TIDAK ADA UPDATE & DIBIARIN BEGITU SAJA..."
"diskonnya keren"""
penipu
"setiap belanja sll sesuai dengan pesanan,"
pelayanan buruk belanja 3 kali yang sampai cuma 1 barang yang lain gak jelas .. pantas sekarang mulai sepi pada pindah ke OYEN ..
Terimakasih GoPay Later
beli pulsa ga bisa masuk
Goodd
"sangat tidak nyaman menggunakan aplikasi ini. stop proses review dana gak jelas kalian, apalagi terhadap customer (pembeli). dan mekanismenya sangat menyebalkan, menunggu dana refund 2×24 jam, saat mau menarik saldo pun masih harus review 1 sampai 2×24 jam. sungguh bodoh. jika review dilakukan terhadap seller, affiliate, atau lainnya yang memiliki ikatan kerjasama dalam bentuk apapun, ya wajar karena menyangkut kredibilitas platform. tapi, dana customer? jangan main-mainlah, bodoh."
"ini pihak tokopedia gimana sh,bisa bisanya saya beli barang pake kurir instan tpi kurirnya malah kasih ke orang lain barangnya yg bukan penerimanya,kok bisa data saya di pake oknum gk bertanggung jawab buat maling,kurir yg gk tau apa2 malah jadi kena juga karena di kira yg nerima itu atas nama saya karena di wa duluan sama orang yg mengaku atas nama saya,sedang saya merasa belum terima sama sekali barangya !!!"
biaya ongkos kirim lebih mahal daripada aplikasi lain
okayy
sangat membantuuu
mudah dan tidak rumit
bagus sih perbanyak diskon ya soalnya harga nya mahal mahal ongkir lumayan semangat terus ya toko pediaa
👍👍👍
"Tokopedia tidak jelas, barang saya nyangkut di jasa pengiriman sudah 1 bulan lebih sampai sekarang tidak ada kejelasan, sudah komplain dan tunjukin bukti bahwa jasa pengirimannya sampai memalsukan chat wa juga masih tidak ada keputusan, jawabannya penyelidikan terus. Sekarang ada pesanan ke2 pun sama jasa pengiriman bermasalah, pengiriman telat, dikatakan tidak ada orang dirumah padahal ada satpam, asisten rumah tangga juga ada, malah minta barang diambil ketempat mereka. Pelayanan semakin jelek"
sangat bagus dan membantu
saya sangat puas sekali belanja di indomaret pegawainya sangat ramah2 sekali. mau ofline atau online thebestt indomaret
terbaik
amanah
"push notifications nya spam ngga jelas, tiap hari ada aja push notifications iklan dengan tulisan ""Halo tolong dibalas"""
Oke
tokopedia care tidak bisa di akses
moga barangnya bagus
chat untuk barang jualan kita bingung akses nya
saya tidak membayar barang di keranjang tapi kok pesanan dikirim sedangkan pihak toko pedia nya gk ada respon ama kompline saya di apk parah bngt sih
"tolong toped,,,banyak banget jualan HP akun nya bodong,,,segera d bersihkan akun2 bgitu meresahkan"
hp saya tidak mampu menopang aplikasi ini lelet banget hp saya guys...
tiap pembayaran error muluuuuu abis itu voc ilanggg
"Sudah terverifikasi Go Plus, tapi tak bisa daftar GO-PAY later, memang aplikasi aneh... Alasan link tidak berlaku, atau kadaluwarsa,padahal sudah isi data dan mengisi kode referral. Kalau gitu nggak usah nawarin promosi lah, kalau sistemnya begini... MENYEBALKAN & BERTELE+TELE...!!!"
TRANSAKSI BERMASALAH SAYA MINTA CANCEL DARI TGL 23 DESEMBER TETAPI DISURUH MENUNGGU SAMPAI TANGGAL 1 JANUARI KIRA-KIRA E-COMMERCE INI MENURUT KALIAN SEPERTI APA?? GAK SEKALIAN AJA SURUH SAYA TUNGGU 6 BULAN SAJA 👍🏻
sangat inovatif
"Harusnya Tokopedia punya paylater sendiri, gk usah ngikut gopay. dan atau sinkronisasi data paylater dengan Tokopedia yang ada di tiktok."
apk bgusss
kurang memuaskan
woy. gopay later gua aktifin lagi dong woy
sering bgt timeout aneh apk gaje
toko kadang menampilkan produk yang sudah habis terjual
"aplikasinya tambah berat, beberapa menit sudah penuh ram"
"saya sudah lama tidak membuka aplikasi ini. setelah di update tidak bisa cek dana saya, loading tidak selesai selesai, chat customer service loading tidak selesai 2, muter muter ga tahu kapan sampe kiamat mungkin."
Aplikasinya semakin berat kadang keluar sendiri
sangat puas
sangat bagus
"pesan barang sudah 12 hri sy menunggu barang tidak sampai, sy kecewa"
"Koneksi Sering Time OUT, dibajak Shopee kayaknya"
"tambahkan search lewat gambar dong bosss, jadul amat"
"potongannya seller 20%, harusnya ada untuk opsi di tanggung pembeli lah."
"Dulu sih bagus, makin kesini kok makin hancur ya"
"Praktis,"
"baik,tingkatkan lagi mutu layanan"
Semoga menjadi lebih baik
★★★★★ gitu aja
"Setelah upgrade, malah fitur pesan jadi di persulit 😔 terus ketika mau searching gak bisa, dengan alasan ubah kata kunci ...!!! lama"" payah nih tokped"
"terimakasih Tokopedia, membantu untuk belanja lebih mudah"
TOKOPEDIA LAYANAN TAMBAH RUWET TERLALU LAMA BATAS WAKTU YG DI BERIKAN KEPADA SELLER UNTUK MENGIRIM BARANG.JADI BARANG TIDAK SEGERA SI KIRIM OLEH SELLER. PENGEMBALIAN DANA KELAMAAN TOKOPEDIA JADI LEMOT. TOKOPEDIA RATINGMU ANJLOK PELAYANAN MU GIMANA INI KOK TAMBAH SURUT. APAKAH KAMU AKAN MENGIKUTI JEJAK BUKALAPAK.
fast
"saya sangat sangat tidak suka dengan konstan update dari tokopedia, mengapa apk ga dipakek 1-2 minggu dah disuruh update. memangnya apa yang di update dan apakah update tsb signifikan dan membawa dampak untuk pengguna atau tidak karena saya merasa aplikasi ini sama saja mau update atau tidak stop suruh update trus kalau ingin update yang sekalian aja jangan secara kecil tp berkala orang capek update trus"
paket lama bener datengnya ga sesuai sama tanggal datengnya
"gak 100% gratis ongkir, Kl gak butuh butuh banget buat beli online obat untuk anak yg cuma ada di tokped, gak bakalan download. fitur chat seller gak berfungsi, chat seller gak ada balesan sama sekali. tanya ini itu gak ada jawaban cuma robot yg jawab. si Oren yg benar 100% gratis ongkir. gunain tokped karena terpaksa keadaan, aplikasi gak jelas mau co aja sulit nya minta ampun."
sangat cepat dan pranktis
"mau dibayar malah hilang diskonnya, aplikasi scam pasti yang pakai tambah habis"
Aplikasinya Looadingnya luamaa...sering error..gaNgguan dirumah tokped lah..dll
"kenapa ini pencarian gak bisa semua, keyword apapun hasilnya gak bisa produk tidak ditemukan, liat play store udah update padahal"
nipu mulu jing spin dapet vocher 800 gk di kasih alasenya kopon masa berlakunya habos situ prosesnya lama bamgsa
proses cepat transfer uang
hunff
"fitur keseluruhan oke, tp gag suka banget fitur pengiriman dengan asuransi ya auto-checklist dan ga ada setting untuk itu"
very good very well
"pembayaran via Virtual Account, transaksi batal. sesuai informasi, pengembalian saldo refund mestinya langsung jika transaksi via VA. ternyata menunggu sampai 2x24 jam. tidak sampai disitu.. saldo refund sudah dikembalikan ke saldo tokopedia, tapi tetap saldonya tidak dapat ditarik ke rekening , tidak bisa juga di tarik ke akun gopay.. sudah 3x24 jam selama 3x24 jam menghubungi tokopedia care, jawabannya template (menunggu, cek berkala), tapi tidak ada proses yang transparan"
"toling diperbaiki, setelah update pencarian selalu ops, barang tidak ditemukan"
sangat baik
fitur pencarian tidak berfungsi
